id_tiempo,id_territorio,id_sector,id_medida,valor_ipc
201705,1,1,1,80.308
201704,1,1,1,80.356
201703,1,1,1,79.592
201702,1,1,1,79.608
201701,1,1,1,79.896
201612,1,1,1,80.338
201611,1,1,1,79.864
201610,1,1,1,79.576
201609,1,1,1,78.677
201608,1,1,1,78.673
201607,1,1,1,78.572
201606,1,1,1,79.148
201605,1,1,1,78.783
201604,1,1,1,78.355
201603,1,1,1,77.81
201602,1,1,1,77.314
201601,1,1,1,77.588
201512,1,1,1,79.097
201511,1,1,1,79.329
201510,1,1,1,79.039
201509,1,1,1,78.536
201508,1,1,1,78.779
201507,1,1,1,79.041
201506,1,1,1,79.782
201505,1,1,1,79.569
201504,1,1,1,79.191
201503,1,1,1,78.47
201502,1,1,1,77.972
201501,1,1,1,77.812
201412,1,1,1,79.083
201411,1,1,1,79.547
201410,1,1,1,79.602
201409,1,1,1,79.233
201408,1,1,1,79.112
201407,1,1,1,78.987
201406,1,1,1,79.737
201405,1,1,1,79.715
201404,1,1,1,79.697
201403,1,1,1,78.994
201402,1,1,1,78.818
201401,1,1,1,78.852
201312,1,1,1,79.915
201311,1,1,1,79.844
201310,1,1,1,79.678
201309,1,1,1,79.355
201308,1,1,1,79.504
201307,1,1,1,79.258
201306,1,1,1,79.669
201305,1,1,1,79.551
201304,1,1,1,79.405
201303,1,1,1,79.109
201302,1,1,1,78.832
201301,1,1,1,78.695
201212,1,1,1,79.714
201211,1,1,1,79.658
201210,1,1,1,79.757
201209,1,1,1,79.085
201208,1,1,1,78.314
201207,1,1,1,77.876
201206,1,1,1,78.058
201205,1,1,1,78.204
201204,1,1,1,78.32
201203,1,1,1,77.235
201202,1,1,1,76.719
201201,1,1,1,76.639
201112,1,1,1,77.492
201111,1,1,1,77.391
201110,1,1,1,77.078
201109,1,1,1,76.475
201108,1,1,1,76.289
201107,1,1,1,76.194
201106,1,1,1,76.606
201105,1,1,1,76.714
201104,1,1,1,76.739
201103,1,1,1,75.796
201102,1,1,1,75.234
201101,1,1,1,75.138
201012,1,1,1,75.692
201011,1,1,1,75.23
201010,1,1,1,74.824
201009,1,1,1,74.146
201008,1,1,1,74.095
201007,1,1,1,73.909
201006,1,1,1,74.241
201005,1,1,1,74.109
201004,1,1,1,73.944
201003,1,1,1,73.165
201002,1,1,1,72.627
201001,1,1,1,72.759
200912,1,1,1,73.496
200911,1,1,1,73.515
200910,1,1,1,73.119
200909,1,1,1,72.601
200908,1,1,1,72.773
200907,1,1,1,72.52
200906,1,1,1,73.144
200905,1,1,1,72.823
200904,1,1,1,72.849
200903,1,1,1,72.144
200902,1,1,1,72.026
200901,1,1,1,72.018
200812,1,1,1,72.917
200811,1,1,1,73.293
200810,1,1,1,73.605
200809,1,1,1,73.353
200808,1,1,1,73.368
200807,1,1,1,73.526
200806,1,1,1,73.881
200805,1,1,1,73.458
200804,1,1,1,72.965
200803,1,1,1,72.188
200802,1,1,1,71.553
200801,1,1,1,71.442
200712,1,1,1,71.887
200711,1,1,1,71.587
200710,1,1,1,71.077
200709,1,1,1,70.168
200708,1,1,1,69.938
200707,1,1,1,69.843
200706,1,1,1,70.354
200705,1,1,1,70.225
200704,1,1,1,70.033
200703,1,1,1,69.079
200702,1,1,1,68.559
200701,1,1,1,68.512
200612,1,1,1,68.976
200611,1,1,1,68.787
200610,1,1,1,68.618
200609,1,1,1,68.337
200608,1,1,1,68.45
200607,1,1,1,68.31
200606,1,1,1,68.719
200605,1,1,1,68.615
200604,1,1,1,68.369
200603,1,1,1,67.418
200602,1,1,1,66.944
200601,1,1,1,66.912
200512,1,1,1,67.184
200511,1,1,1,67.04
200510,1,1,1,66.939
200509,1,1,1,66.399
200508,1,1,1,65.994
200507,1,1,1,65.705
200506,1,1,1,66.11
200505,1,1,1,65.956
200504,1,1,1,65.83
200503,1,1,1,64.895
200502,1,1,1,64.386
200501,1,1,1,64.219
200412,1,1,1,64.765
200411,1,1,1,64.828
200410,1,1,1,64.667
200409,1,1,1,64.009
200408,1,1,1,63.895
200407,1,1,1,63.614
200406,1,1,1,64.1
200405,1,1,1,63.999
200404,1,1,1,63.623
200403,1,1,1,62.764
200402,1,1,1,62.329
200401,1,1,1,62.3
200312,1,1,1,62.74
200311,1,1,1,62.633
200310,1,1,1,62.429
200309,1,1,1,62.011
200308,1,1,1,61.827
200307,1,1,1,61.545
200306,1,1,1,61.933
200305,1,1,1,61.892
200304,1,1,1,61.949
200303,1,1,1,61.449
200302,1,1,1,61.026
200301,1,1,1,60.896
200212,1,1,1,61.148
200211,1,1,1,60.946
200210,1,1,1,60.851
200209,1,1,1,60.255
200208,1,1,1,60.03
200207,1,1,1,59.858
200206,1,1,1,60.277
200205,1,1,1,60.274
200204,1,1,1,60.058
200203,1,1,1,59.253
200202,1,1,1,58.768
200201,1,1,1,58.717
202606,1,1,2,0.6
202605,1,1,2,0.1
202604,1,1,2,0.4
202603,1,1,2,1.2
202602,1,1,2,0.4
202601,1,1,2,-0.4
202512,1,1,2,0.3
202511,1,1,2,0.2
202510,1,1,2,0.7
202509,1,1,2,-0.3
202508,1,1,2,0.0
202507,1,1,2,-0.1
202506,1,1,2,0.7
202505,1,1,2,0.1
202504,1,1,2,0.6
202503,1,1,2,0.1
202502,1,1,2,0.4
202501,1,1,2,0.2
202412,1,1,2,0.5
202411,1,1,2,0.2
202410,1,1,2,0.6
202409,1,1,2,-0.6
202408,1,1,2,0.0
202407,1,1,2,-0.5
202406,1,1,2,0.4
202405,1,1,2,0.3
202404,1,1,2,0.7
202403,1,1,2,0.8
202402,1,1,2,0.4
202401,1,1,2,0.1
202312,1,1,2,0.0
202311,1,1,2,-0.3
202310,1,1,2,0.3
202309,1,1,2,0.2
202308,1,1,2,0.5
202307,1,1,2,0.2
202306,1,1,2,0.6
202305,1,1,2,0.0
202304,1,1,2,0.6
202303,1,1,2,0.4
202302,1,1,2,0.9
202301,1,1,2,-0.2
202212,1,1,2,0.2
202211,1,1,2,-0.1
202210,1,1,2,0.3
202209,1,1,2,-0.7
202208,1,1,2,0.3
202207,1,1,2,-0.3
202206,1,1,2,1.9
202205,1,1,2,0.8
202204,1,1,2,-0.2
202203,1,1,2,3.0
202202,1,1,2,0.8
202201,1,1,2,-0.4
202112,1,1,2,1.2
202111,1,1,2,0.3
202110,1,1,2,1.8
202109,1,1,2,0.8
202108,1,1,2,0.5
202107,1,1,2,-0.8
202106,1,1,2,0.5
202105,1,1,2,0.5
202104,1,1,2,1.2
202103,1,1,2,1.0
202102,1,1,2,-0.6
202101,1,1,2,0.0
202012,1,1,2,0.2
202011,1,1,2,0.2
202010,1,1,2,0.5
202009,1,1,2,0.2
202008,1,1,2,0.0
202007,1,1,2,-0.9
202006,1,1,2,0.5
202005,1,1,2,0.0
202004,1,1,2,0.3
202003,1,1,2,-0.4
202002,1,1,2,-0.1
202001,1,1,2,-1.0
201912,1,1,2,-0.1
201911,1,1,2,0.2
201910,1,1,2,1.0
201909,1,1,2,0.0
201908,1,1,2,-0.1
201907,1,1,2,-0.6
201906,1,1,2,-0.1
201905,1,1,2,0.2
201904,1,1,2,1.0
201903,1,1,2,0.4
201902,1,1,2,0.2
201901,1,1,2,-1.3
201812,1,1,2,-0.4
201811,1,1,2,-0.1
201810,1,1,2,0.9
201809,1,1,2,0.2
201808,1,1,2,0.1
201807,1,1,2,-0.7
201806,1,1,2,0.3
201805,1,1,2,0.9
201804,1,1,2,0.8
201803,1,1,2,0.1
201802,1,1,2,0.1
201801,1,1,2,-1.1
201712,1,1,2,0.0
201711,1,1,2,0.5
201710,1,1,2,0.9
201709,1,1,2,0.2
201708,1,1,2,0.2
201707,1,1,2,-0.7
201706,1,1,2,0.0
201705,1,1,2,-0.1
201704,1,1,2,1.0
201703,1,1,2,0.0
201702,1,1,2,-0.4
201701,1,1,2,-0.5
201612,1,1,2,0.6
201611,1,1,2,0.4
201610,1,1,2,1.1
201609,1,1,2,0.0
201608,1,1,2,0.1
201607,1,1,2,-0.7
201606,1,1,2,0.5
201605,1,1,2,0.5
201604,1,1,2,0.7
201603,1,1,2,0.6
201602,1,1,2,-0.4
201601,1,1,2,-1.9
201512,1,1,2,-0.3
201511,1,1,2,0.4
201510,1,1,2,0.6
201509,1,1,2,-0.3
201508,1,1,2,-0.3
201507,1,1,2,-0.9
201506,1,1,2,0.3
201505,1,1,2,0.5
201504,1,1,2,0.9
201503,1,1,2,0.6
201502,1,1,2,0.2
201501,1,1,2,-1.6
201412,1,1,2,-0.6
201411,1,1,2,-0.1
201410,1,1,2,0.5
201409,1,1,2,0.2
201408,1,1,2,0.2
201407,1,1,2,-0.9
201406,1,1,2,0.0
201405,1,1,2,0.0
201404,1,1,2,0.9
201403,1,1,2,0.2
201402,1,1,2,0.0
201401,1,1,2,-1.3
201312,1,1,2,0.1
201311,1,1,2,0.2
201310,1,1,2,0.4
201309,1,1,2,-0.2
201308,1,1,2,0.3
201307,1,1,2,-0.5
201306,1,1,2,0.1
201305,1,1,2,0.2
201304,1,1,2,0.4
201303,1,1,2,0.4
201302,1,1,2,0.2
201301,1,1,2,-1.3
201212,1,1,2,0.1
201211,1,1,2,-0.1
201210,1,1,2,0.8
201209,1,1,2,1.0
201208,1,1,2,0.6
201207,1,1,2,-0.2
201206,1,1,2,-0.2
201205,1,1,2,-0.1
201204,1,1,2,1.4
201203,1,1,2,0.7
201202,1,1,2,0.1
201201,1,1,2,-1.1
201112,1,1,2,0.1
201111,1,1,2,0.4
201110,1,1,2,0.8
201109,1,1,2,0.2
201108,1,1,2,0.1
201107,1,1,2,-0.5
201106,1,1,2,-0.1
201105,1,1,2,0.0
201104,1,1,2,1.2
201103,1,1,2,0.7
201102,1,1,2,0.1
201101,1,1,2,-0.7
201012,1,1,2,0.6
201011,1,1,2,0.5
201010,1,1,2,0.9
201009,1,1,2,0.1
201008,1,1,2,0.3
201007,1,1,2,-0.4
201006,1,1,2,0.2
201005,1,1,2,0.2
201004,1,1,2,1.1
201003,1,1,2,0.7
201002,1,1,2,-0.2
201001,1,1,2,-1.0
200912,1,1,2,0.0
200911,1,1,2,0.5
200910,1,1,2,0.7
200909,1,1,2,-0.2
200908,1,1,2,0.3
200907,1,1,2,-0.9
200906,1,1,2,0.4
200905,1,1,2,0.0
200904,1,1,2,1.0
200903,1,1,2,0.2
200902,1,1,2,0.0
200901,1,1,2,-1.2
200812,1,1,2,-0.5
200811,1,1,2,-0.4
200810,1,1,2,0.3
200809,1,1,2,0.0
200808,1,1,2,-0.2
200807,1,1,2,-0.5
200806,1,1,2,0.6
200805,1,1,2,0.7
200804,1,1,2,1.1
200803,1,1,2,0.9
200802,1,1,2,0.2
200801,1,1,2,-0.6
200712,1,1,2,0.4
200711,1,1,2,0.7
200710,1,1,2,1.3
200709,1,1,2,0.3
200708,1,1,2,0.1
200707,1,1,2,-0.7
200706,1,1,2,0.2
200705,1,1,2,0.3
200704,1,1,2,1.4
200703,1,1,2,0.8
200702,1,1,2,0.1
200701,1,1,2,-0.7
200612,1,1,2,0.3
200611,1,1,2,0.2
200610,1,1,2,0.4
200609,1,1,2,-0.2
200608,1,1,2,0.2
200607,1,1,2,-0.6
200606,1,1,2,0.2
200605,1,1,2,0.4
200604,1,1,2,1.4
200603,1,1,2,0.7
200602,1,1,2,0.0
200601,1,1,2,-0.4
200512,1,1,2,0.2
200511,1,1,2,0.2
200510,1,1,2,0.8
200509,1,1,2,0.6
200508,1,1,2,0.4
200507,1,1,2,-0.6
200506,1,1,2,0.2
200505,1,1,2,0.2
200504,1,1,2,1.4
200503,1,1,2,0.8
200502,1,1,2,0.3
200501,1,1,2,-0.8
200412,1,1,2,-0.1
200411,1,1,2,0.2
200410,1,1,2,1.0
200409,1,1,2,0.2
200408,1,1,2,0.4
200407,1,1,2,-0.8
200406,1,1,2,0.2
200405,1,1,2,0.6
200404,1,1,2,1.4
200403,1,1,2,0.7
200402,1,1,2,0.0
200401,1,1,2,-0.7
200312,1,1,2,0.2
200311,1,1,2,0.3
200310,1,1,2,0.7
200309,1,1,2,0.3
200308,1,1,2,0.5
200307,1,1,2,-0.6
200306,1,1,2,0.1
200305,1,1,2,-0.1
200304,1,1,2,0.8
200303,1,1,2,0.7
200302,1,1,2,0.2
200301,1,1,2,-0.4
200212,1,1,2,0.3
200211,1,1,2,0.2
200210,1,1,2,1.0
200209,1,1,2,0.4
200208,1,1,2,0.3
200207,1,1,2,-0.7
200206,1,1,2,0.0
200205,1,1,2,0.4
200204,1,1,2,1.4
200203,1,1,2,0.8
200202,1,1,2,0.1
200201,1,1,2,-0.1
202606,1,1,3,3.2
202605,1,1,3,3.2
202604,1,1,3,3.2
202603,1,1,3,3.4
202602,1,1,3,2.3
202601,1,1,3,2.3
202512,1,1,3,2.9
202511,1,1,3,3.0
202510,1,1,3,3.1
202509,1,1,3,3.0
202508,1,1,3,2.7
202507,1,1,3,2.7
202506,1,1,3,2.3
202505,1,1,3,2.0
202504,1,1,3,2.2
202503,1,1,3,2.3
202502,1,1,3,3.0
202501,1,1,3,2.9
202412,1,1,3,2.8
202411,1,1,3,2.4
202410,1,1,3,1.8
202409,1,1,3,1.5
202408,1,1,3,2.3
202407,1,1,3,2.8
202406,1,1,3,3.4
202405,1,1,3,3.6
202404,1,1,3,3.3
202403,1,1,3,3.2
202402,1,1,3,2.8
202401,1,1,3,3.4
202312,1,1,3,3.1
202311,1,1,3,3.2
202310,1,1,3,3.5
202309,1,1,3,3.5
202308,1,1,3,2.6
202307,1,1,3,2.3
202306,1,1,3,1.9
202305,1,1,3,3.2
202304,1,1,3,4.1
202303,1,1,3,3.3
202302,1,1,3,6.0
202301,1,1,3,5.9
202212,1,1,3,5.7
202211,1,1,3,6.8
202210,1,1,3,7.3
202209,1,1,3,8.9
202208,1,1,3,10.5
202207,1,1,3,10.8
202206,1,1,3,10.2
202205,1,1,3,8.7
202204,1,1,3,8.3
202203,1,1,3,9.8
202202,1,1,3,7.6
202201,1,1,3,6.1
202112,1,1,3,6.5
202111,1,1,3,5.5
202110,1,1,3,5.4
202109,1,1,3,4.0
202108,1,1,3,3.3
202107,1,1,3,2.9
202106,1,1,3,2.7
202105,1,1,3,2.7
202104,1,1,3,2.2
202103,1,1,3,1.3
202102,1,1,3,0.0
202101,1,1,3,0.5
202012,1,1,3,-0.5
202011,1,1,3,-0.8
202010,1,1,3,-0.8
202009,1,1,3,-0.4
202008,1,1,3,-0.5
202007,1,1,3,-0.6
202006,1,1,3,-0.3
202005,1,1,3,-0.9
202004,1,1,3,-0.7
202003,1,1,3,0.0
202002,1,1,3,0.7
202001,1,1,3,1.1
201912,1,1,3,0.8
201911,1,1,3,0.4
201910,1,1,3,0.1
201909,1,1,3,0.1
201908,1,1,3,0.3
201907,1,1,3,0.5
201906,1,1,3,0.4
201905,1,1,3,0.8
201904,1,1,3,1.5
201903,1,1,3,1.3
201902,1,1,3,1.1
201901,1,1,3,1.0
201812,1,1,3,1.2
201811,1,1,3,1.7
201810,1,1,3,2.3
201809,1,1,3,2.3
201808,1,1,3,2.2
201807,1,1,3,2.2
201806,1,1,3,2.3
201805,1,1,3,2.1
201804,1,1,3,1.1
201803,1,1,3,1.2
201802,1,1,3,1.1
201801,1,1,3,0.6
201712,1,1,3,1.1
201711,1,1,3,1.7
201710,1,1,3,1.6
201709,1,1,3,1.8
201708,1,1,3,1.6
201707,1,1,3,1.5
201706,1,1,3,1.5
201705,1,1,3,1.9
201704,1,1,3,2.6
201703,1,1,3,2.3
201702,1,1,3,3.0
201701,1,1,3,3.0
201612,1,1,3,1.6
201611,1,1,3,0.7
201610,1,1,3,0.7
201609,1,1,3,0.2
201608,1,1,3,-0.1
201607,1,1,3,-0.6
201606,1,1,3,-0.8
201605,1,1,3,-1.0
201604,1,1,3,-1.1
201603,1,1,3,-0.8
201602,1,1,3,-0.8
201601,1,1,3,-0.3
201512,1,1,3,0.0
201511,1,1,3,-0.3
201510,1,1,3,-0.7
201509,1,1,3,-0.9
201508,1,1,3,-0.4
201507,1,1,3,0.1
201506,1,1,3,0.1
201505,1,1,3,-0.2
201504,1,1,3,-0.6
201503,1,1,3,-0.7
201502,1,1,3,-1.1
201501,1,1,3,-1.3
201412,1,1,3,-1.0
201411,1,1,3,-0.4
201410,1,1,3,-0.1
201409,1,1,3,-0.2
201408,1,1,3,-0.5
201407,1,1,3,-0.3
201406,1,1,3,0.1
201405,1,1,3,0.2
201404,1,1,3,0.4
201403,1,1,3,-0.1
201402,1,1,3,0.0
201401,1,1,3,0.2
201312,1,1,3,0.3
201311,1,1,3,0.2
201310,1,1,3,-0.1
201309,1,1,3,0.3
201308,1,1,3,1.5
201307,1,1,3,1.8
201306,1,1,3,2.1
201305,1,1,3,1.7
201304,1,1,3,1.4
201303,1,1,3,2.4
201302,1,1,3,2.8
201301,1,1,3,2.7
201212,1,1,3,2.9
201211,1,1,3,2.9
201210,1,1,3,3.5
201209,1,1,3,3.4
201208,1,1,3,2.7
201207,1,1,3,2.2
201206,1,1,3,1.9
201205,1,1,3,1.9
201204,1,1,3,2.1
201203,1,1,3,1.9
201202,1,1,3,2.0
201201,1,1,3,2.0
201112,1,1,3,2.4
201111,1,1,3,2.9
201110,1,1,3,3.0
201109,1,1,3,3.1
201108,1,1,3,3.0
201107,1,1,3,3.1
201106,1,1,3,3.2
201105,1,1,3,3.5
201104,1,1,3,3.8
201103,1,1,3,3.6
201102,1,1,3,3.6
201101,1,1,3,3.3
201012,1,1,3,3.0
201011,1,1,3,2.3
201010,1,1,3,2.3
201009,1,1,3,2.1
201008,1,1,3,1.8
201007,1,1,3,1.9
201006,1,1,3,1.5
201005,1,1,3,1.8
201004,1,1,3,1.5
201003,1,1,3,1.4
201002,1,1,3,0.8
201001,1,1,3,1.0
200912,1,1,3,0.8
200911,1,1,3,0.3
200910,1,1,3,-0.7
200909,1,1,3,-1.0
200908,1,1,3,-0.8
200907,1,1,3,-1.4
200906,1,1,3,-1.0
200905,1,1,3,-0.9
200904,1,1,3,-0.2
200903,1,1,3,-0.1
200902,1,1,3,0.7
200901,1,1,3,0.8
200812,1,1,3,1.4
200811,1,1,3,2.4
200810,1,1,3,3.6
200809,1,1,3,4.5
200808,1,1,3,4.9
200807,1,1,3,5.3
200806,1,1,3,5.0
200805,1,1,3,4.6
200804,1,1,3,4.2
200803,1,1,3,4.5
200802,1,1,3,4.4
200801,1,1,3,4.3
200712,1,1,3,4.2
200711,1,1,3,4.1
200710,1,1,3,3.6
200709,1,1,3,2.7
200708,1,1,3,2.2
200707,1,1,3,2.2
200706,1,1,3,2.4
200705,1,1,3,2.3
200704,1,1,3,2.4
200703,1,1,3,2.5
200702,1,1,3,2.4
200701,1,1,3,2.4
200612,1,1,3,2.7
200611,1,1,3,2.6
200610,1,1,3,2.5
200609,1,1,3,2.9
200608,1,1,3,3.7
200607,1,1,3,4.0
200606,1,1,3,3.9
200605,1,1,3,4.0
200604,1,1,3,3.9
200603,1,1,3,3.9
200602,1,1,3,4.0
200601,1,1,3,4.2
200512,1,1,3,3.7
200511,1,1,3,3.4
200510,1,1,3,3.5
200509,1,1,3,3.7
200508,1,1,3,3.3
200507,1,1,3,3.3
200506,1,1,3,3.1
200505,1,1,3,3.1
200504,1,1,3,3.5
200503,1,1,3,3.4
200502,1,1,3,3.3
200501,1,1,3,3.1
200412,1,1,3,3.2
200411,1,1,3,3.5
200410,1,1,3,3.6
200409,1,1,3,3.2
200408,1,1,3,3.3
200407,1,1,3,3.4
200406,1,1,3,3.5
200405,1,1,3,3.4
200404,1,1,3,2.7
200403,1,1,3,2.1
200402,1,1,3,2.1
200401,1,1,3,2.3
200312,1,1,3,2.6
200311,1,1,3,2.8
200310,1,1,3,2.6
200309,1,1,3,2.9
200308,1,1,3,3.0
200307,1,1,3,2.8
200306,1,1,3,2.7
200305,1,1,3,2.7
200304,1,1,3,3.1
200303,1,1,3,3.7
200302,1,1,3,3.8
200301,1,1,3,3.7
200212,1,1,3,4.0
200211,1,1,3,3.9
200210,1,1,3,4.0
200209,1,1,3,3.5
200208,1,1,3,3.6
200207,1,1,3,3.4
200206,1,1,3,3.4
200205,1,1,3,3.6
200204,1,1,3,3.6
200203,1,1,3,3.1
200202,1,1,3,3.1
200201,1,1,3,3.1
202605,1,1,4,1.6
202604,1,1,4,1.6
202603,1,1,4,1.1
202602,1,1,4,0.0
202601,1,1,4,-0.4
202512,1,1,4,2.9
202511,1,1,4,2.6
202510,1,1,4,2.4
202509,1,1,4,1.7
202508,1,1,4,2.0
202507,1,1,4,1.9
202506,1,1,4,2.0
202505,1,1,4,1.3
202504,1,1,4,1.3
202503,1,1,4,0.6
202502,1,1,4,0.6
202501,1,1,4,0.2
202412,1,1,4,2.8
202411,1,1,4,2.4
202410,1,1,4,2.1
202409,1,1,4,1.5
202408,1,1,4,2.1
202407,1,1,4,2.1
202406,1,1,4,2.6
202405,1,1,4,2.2
202404,1,1,4,1.9
202403,1,1,4,1.2
202402,1,1,4,0.4
202401,1,1,4,0.1
202312,1,1,4,3.1
202311,1,1,4,3.1
202310,1,1,4,3.4
202309,1,1,4,3.1
202308,1,1,4,3.0
202307,1,1,4,2.4
202306,1,1,4,2.2
202305,1,1,4,1.7
202304,1,1,4,1.7
202303,1,1,4,1.1
202302,1,1,4,0.7
202301,1,1,4,-0.2
202212,1,1,4,5.7
202211,1,1,4,5.5
202210,1,1,4,5.7
202209,1,1,4,5.3
202208,1,1,4,6.1
202207,1,1,4,5.8
202206,1,1,4,6.1
202205,1,1,4,4.1
202204,1,1,4,3.3
202203,1,1,4,3.5
202202,1,1,4,0.4
202201,1,1,4,-0.4
202112,1,1,4,6.5
202111,1,1,4,5.3
202110,1,1,4,5.0
202109,1,1,4,3.1
202108,1,1,4,2.2
202107,1,1,4,1.8
202106,1,1,4,2.5
202105,1,1,4,2.0
202104,1,1,4,1.6
202103,1,1,4,0.4
202102,1,1,4,-0.6
202101,1,1,4,0.0
202012,1,1,4,-0.5
202011,1,1,4,-0.7
202010,1,1,4,-0.9
202009,1,1,4,-1.4
202008,1,1,4,-1.6
202007,1,1,4,-1.6
202006,1,1,4,-0.7
202005,1,1,4,-1.2
202004,1,1,4,-1.2
202003,1,1,4,-1.5
202002,1,1,4,-1.1
202001,1,1,4,-1.0
201912,1,1,4,0.8
201911,1,1,4,0.9
201910,1,1,4,0.7
201909,1,1,4,-0.3
201908,1,1,4,-0.3
201907,1,1,4,-0.2
201906,1,1,4,0.4
201905,1,1,4,0.5
201904,1,1,4,0.3
201903,1,1,4,-0.7
201902,1,1,4,-1.0
201901,1,1,4,-1.3
201812,1,1,4,1.2
201811,1,1,4,1.6
201810,1,1,4,1.8
201809,1,1,4,0.8
201808,1,1,4,0.6
201807,1,1,4,0.4
201806,1,1,4,1.2
201805,1,1,4,0.9
201804,1,1,4,0.0
201803,1,1,4,-0.8
201802,1,1,4,-0.9
201801,1,1,4,-1.1
201712,1,1,4,1.1
201711,1,1,4,1.1
201710,1,1,4,0.6
201709,1,1,4,-0.3
201708,1,1,4,-0.5
201707,1,1,4,-0.7
201706,1,1,4,0.0
201705,1,1,4,0.0
201704,1,1,4,0.0
201703,1,1,4,-0.9
201702,1,1,4,-0.9
201701,1,1,4,-0.5
201612,1,1,4,1.6
201611,1,1,4,1.0
201610,1,1,4,0.6
201609,1,1,4,-0.5
201608,1,1,4,-0.5
201607,1,1,4,-0.7
201606,1,1,4,0.1
201605,1,1,4,-0.4
201604,1,1,4,-0.9
201603,1,1,4,-1.6
201602,1,1,4,-2.3
201601,1,1,4,-1.9
201512,1,1,4,0.0
201511,1,1,4,0.3
201510,1,1,4,-0.1
201509,1,1,4,-0.7
201508,1,1,4,-0.4
201507,1,1,4,-0.1
201506,1,1,4,0.9
201505,1,1,4,0.6
201504,1,1,4,0.1
201503,1,1,4,-0.8
201502,1,1,4,-1.4
201501,1,1,4,-1.6
201412,1,1,4,-1.0
201411,1,1,4,-0.5
201410,1,1,4,-0.4
201409,1,1,4,-0.9
201408,1,1,4,-1.0
201407,1,1,4,-1.2
201406,1,1,4,-0.2
201405,1,1,4,-0.3
201404,1,1,4,-0.3
201403,1,1,4,-1.2
201402,1,1,4,-1.4
201401,1,1,4,-1.3
201312,1,1,4,0.3
201311,1,1,4,0.2
201310,1,1,4,0.0
201309,1,1,4,-0.4
201308,1,1,4,-0.3
201307,1,1,4,-0.6
201306,1,1,4,-0.1
201305,1,1,4,-0.2
201304,1,1,4,-0.4
201303,1,1,4,-0.8
201302,1,1,4,-1.1
201301,1,1,4,-1.3
201212,1,1,4,2.9
201211,1,1,4,2.8
201210,1,1,4,2.9
201209,1,1,4,2.1
201208,1,1,4,1.1
201207,1,1,4,0.5
201206,1,1,4,0.7
201205,1,1,4,0.9
201204,1,1,4,1.1
201203,1,1,4,-0.3
201202,1,1,4,-1.0
201201,1,1,4,-1.1
201112,1,1,4,2.4
201111,1,1,4,2.2
201110,1,1,4,1.8
